"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4642181";"";"0";"528.54";"2";"6.96";"1a";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)cc(C(F)(F)F)c2)cn1";"IC50";"'='";"592.0";"nM";"6.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL4638350";"";"0";"532.65";"2";"5.83";"3d";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Oc4cccc5ccncc45)c3)cc(N3CCN(C)CC3)c2)cn1";"IC50";"'='";"227.0";"nM";"6.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL4643586";"";"0";"495.63";"1";"5.46";"3f";"Cc1cn(-c2cc(CN3CCC[C@H](N)C3)cc(NC(=O)c3ccc(C)c(Oc4ccccc4)c3)c2)cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL262433";"";"0";"394.44";"0";"4.43";"13";"Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"20.67";"0.40";"3.72";"7.71";"0";"CHEMBL864253";"Inhibition of CKIT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145310";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL4646469";"";"0";"618.72";"2";"5.92";"2c";"Cc1cn(-c2cc(CN3CCCC[C@H]3C(N)=O)cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccc(F)cc5)n4)c3)c2)cn1";"IC50";"'='";"9870.0";"nM";"5.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL178455";"";"0";"469.42";"1";"6.11";"6ab";"COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"15.76";"0.30";"1.29";"9.05";"0";"CHEMBL829393";"Inhibition of proto-oncogene tyrosine-protein kinase kit in cell-intact assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142694";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL4568087";"";"0";"421.53";"0";"2.86";"19";"Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"14.62";"0.28";"3.30";"5.97";"0";"CHEMBL4479738";"Inhibition of recombinant human His-tagged cytoplasmic KIT expressed in baculovirus expression system by Z'-LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477252";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4868998";"";"0";"400.31";"0";"3.96";"5";"Cc1ccncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1.Cl.Cl";"IC50";"'='";"1978.1";"nM";"5.70";"";"";"UO_0000065";"17.42";"0.34";"1.74";"10.39";"0";"CHEMBL4844896";"Inhibition of recombinant human c-Kit assessed as luminescence using poly (4:1 Glu, Tyr) peptide as substrate incubated for 2 hrs by ADP-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842381";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr"
"CHEMBL4853083";"";"0";"418.30";"0";"4.10";"21";"Cc1ccncc1-c1cc2sc(NC(=O)[C@@H]3C[C@@H]3F)nc2cc1F.Cl.Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4844896";"Inhibition of recombinant human c-Kit assessed as luminescence using poly (4:1 Glu, Tyr) peptide as substrate incubated for 2 hrs by ADP-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842381";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr"
"CHEMBL397345";"";"0";"517.49";"2";"5.91";"32";"O=C(Nc1ccccc1)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"13.64";"0.25";"1.15";"6.21";"0";"CHEMBL922915";"Inhibition of human recombinant cKit by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140657";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL248226";"";"0";"454.43";"0";"4.02";"4";"CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"16.73";"0.31";"3.58";"7.48";"0";"CHEMBL922915";"Inhibition of human recombinant cKit by FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140657";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL103667";"DORAMAPIMOD";"2";"527.67";"2";"5.99";"BIRB-796";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4602927";"Inhibition of human KIT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602604";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4642128";"";"0";"558.69";"2";"5.69";"1c";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)cc(N3CCN(C)CC3)c2)cn1";"IC50";"'='";"2880.0";"nM";"5.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL4638783";"";"0";"544.66";"2";"5.35";"1b";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)cc(N3CCNCC3)c2)cn1";"IC50";"'='";"1490.0";"nM";"5.83";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL4638092";"";"0";"451.45";"1";"6.55";"3a";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Oc4ccccc4)c3)cc(C(F)(F)F)c2)cn1";"IC50";"'='";"618.0";"nM";"6.21";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628022";"Inhibition of recombinant human N-terminal GST-tagged c-Kit (544 to end residues) expressed in baculovirus infected Sf21 insect cells using FAM-labelled P22 peptide as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627281";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL4106362";""
"CHEMBL4546349";"";"0";"403.94";"0";"2.88";"14b";"CCN1CCN(c2cc(Nc3ncc(-c4cccnc4)s3)ncn2)CC1.Cl";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"19.16";"0.37";"4.16";"10.05";"0";"CHEMBL4379571";"Inhibition of recombinant N-terminal 6x-His-tagged c-KIT (547 to 935 residues)/(694 to 753 residues deletion) (unknown origin) expressed in baculovirus infected Sf9 insect cells using poly (Glu,Tyr) 4:1 as substrate measured after 150 mins in presence of ATP by ADP-glo reagent based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376836";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL4871511";"";"0";"480.58";"0";"3.74";"A144";"CN1CC(COc2ccn3c(-c4cc(NCc5ccc(-c6cnn(C)c6)cc5)ncn4)cnc3c2)C1";"IC50";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"17.26";"0.31";"4.55";"9.71";"0";"CHEMBL4825222";"Inhibition of N-terminal GST-tagged human recombinant C-KIT V654A mutant (544 to end residues) using GGMEDIYEFMGGKKK as substrate measured after 40 mins in presence of [gamma-33P]ATP by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823309";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 0.6667 hr"
"CHEMBL4083705";"";"0";"606.71";"2";"7.02";"8";"Cc1ccc(C(=O)N(C)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccc(-c2cccs2)c1";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4017684";"Inhibition of human c-Kit using poly[Glu:Tyr] (4:1) as substrate measured after 2 hrs in presence of [33gammaP]ATP by P18 ion exchange chromatographic method";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017453";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4087133";"";"0";"531.36";"1";"4.87";"5c";"CCc1c(I)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4103644";"";"0";"507.56";"1";"4.39";"7k";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"17.14";"0.32";"4.31";"11.68";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4085713";"";"0";"532.57";"1";"4.46";"7j";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccn2cnnc2c1";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"16.15";"0.30";"4.14";"13.08";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094827";"";"0";"415.46";"0";"3.99";"6a";"C#Cc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)ccc1C";"IC50";"'='";"230.7";"nM";"6.64";"";"";"UO_0000065";"15.97";"0.30";"2.65";"18.65";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092506";"";"0";"522.57";"1";"4.82";"7c";"COc1cccnc1C#Cc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)ccc1C";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4065711";"";"0";"535.32";"1";"4.76";"5d";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)c(F)c1I";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3786167";"";"0";"508.60";"1";"3.25";"28";"CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OC[C@@H]5CCCO5)c4F)c4c(N)ncnc43)C2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3789997";"Inhibition of cKIT (unknown origin) in presence of [gamma33P]ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3785066";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL4093459";"";"0";"531.58";"2";"5.06";"7h";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccn2ccnc2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020523";"Inhibition of KIT D816H mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"D816H";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4076193";"";"0";"521.59";"1";"4.70";"7i";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)c(C)c1";"IC50";"'='";"777.2";"nM";"6.11";"";"";"UO_0000065";"11.71";"0.22";"1.41";"8.20";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4075321";"";"0";"508.55";"1";"3.79";"7e";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(N)nn1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094827";"";"0";"415.46";"0";"3.99";"6a";"C#Cc1cc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)ccc1C";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020522";"Inhibition of KIT V559D/V654A double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,V654A";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL941";"IMATINIB";"4";"493.62";"0";"4.59";"1";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4071683";"";"0";"440.55";"0";"2.77";"8c";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1ccc(N)nn1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4020521";"Inhibition of KIT V559D/T670I double mutant (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"P10721";"V559D,T670I";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092478";"";"0";"424.55";"0";"3.79";"8b";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1cccnc1";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"19.98";"0.36";"4.69";"17.50";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4101206";"";"0";"508.55";"1";"3.79";"7f";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(N)nc1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"17.15";"0.32";"4.93";"9.98";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4077028";"";"0";"598.67";"2";"6.39";"7b";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1ccc(OCc2ccccc2)cn1";"IC50";"'='";"120.9";"nM";"6.92";"";"";"UO_0000065";"11.55";"0.21";"0.53";"11.99";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4079252";"";"0";"517.33";"1";"4.62";"5a";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1I";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"15.79";"0.38";"3.55";"22.96";"0";"CHEMBL4020520";"Inhibition of wild type KIT (unknown origin) using biotinylated poly-Glu-Tyr as substrate preincubated for 30 mins followed by substrate addition in presence of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1936";"Stem cell growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017543";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
